sentiment,cleaned_comment
-10.0,bin terjunkan tim trauma healing membantu korban gempa cianjur binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
-9.090909090909092,bin terjunkan tim trauma healing bangkitakan semangat mental korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
-7.142857142857143,badan intelijen negara terjunkan tim trauma healing membantu korban gempa cianjur binresponcepatbencanalam binpedulikorbanbencanabinturutberdukagempacianjur binhadircepatuntukrakyatbinpedulisesama
0.0,bin pelayanan kesehatan korban pengungsi gempa cianjur posko bantuan bin pray for cianjur binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,bin bantu pulihkan kecerian korban gempa cianjur keren binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,mantap bin kembalikan tawa anak anak korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,bin dirikan posko bantuan membagikan sembako layanan kesehatan warga korban gempa cianjur binresponcepatbencanalam binpedulikorbanbencanabinturutberdukagempacianjur binhadircepatuntukrakyatbinpedulisesama
-6.666666666666667,posko bantuan bin gelar kegiatan trauma healing korban bencana gempa cianjur pray for cianjur binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,tim posko bin tembus desa terisolir bantuan korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,bin respon cepat korban bencana alam gempa cianjur pray for cianjur binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
-11.11111111111111,bin terjunkan tim trauma healing membantu korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
-7.142857142857143,bin terjunkan tim trauma healing bangkitkan semangat mental korban gempa cianjur binresponcepatbencanalam binpedulikorbanbencanabinturutberdukagempacianjur binhadircepatuntukrakyatbinpedulisesama
-11.11111111111111,tim trauma healing bangkitkan semangat mental korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
-12.5,bin terbaik lakukan trauma healing korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
-9.090909090909092,bin terjunkan tim trauma healng bangkitkan semangat mental korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
-7.6923076923076925,posko bantuan bin terjunkan tim trauma healing bangkitkan semangat mental korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
-7.142857142857143,badan intelijen negara menerjunkan tim trauma healing membantu korban gempa cianjur trauma healing binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,mensos risma anak anak yatim piatu gempa cianjur cita cita tingifolow berita menarik lainya
-7.6923076923076925,badan intelijen negara terjunkan tim trauma healing bangkitkan semangat mental korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
-8.333333333333334,terjunkan tim trauma healing bin mencoba membangkitkan semangat mental korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,tim posko bantuan bin tembus desa terisolir bantuan warga terdampak gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,posko bantuan bin bangkitkan semangat mental korban gempa cianjur binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
-7.142857142857143,posko bantuan bin terjunkan tim trauma healing utk bangkitkan semangat mental korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,pmi bantu kebutuhan air bersih warga korban gempa cianjur
-10.0,bin tim trauma healing bangkitkan semangat mental korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,bin tembus desa terisolir bantuan warga terdampak gempa cianjur binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,puluhan prajurit yonif bjw diterjunkan bersihkan puing bangunan pasca gempa cianjur
0.0,salurkan bantuan penyintas gempa cianjur jsit indonesia cianjur bangkit
-5.882352941176471,bantuan kemanusian bin mengandeng mahasiswa gelar trauma healing korban gempa cianjur binresponcepatbencanalam binpedulikorbanbencana binturutberdukagempacianjur gempacianjur gempabumi cianjurberduka
20.0,bantuankemanusiandtnpapa recovery pasca gempa cianjur
0.0,mantap bin sisir daerah terpencil korban gempa cianjur pray for cianjur binresponcepatbencanalam binpedulikorbanbencana binturutberdukagempacianjur gempacianjur gempabumi cianjurberduka
0.0,korban gempa cianjur kuat lekas pulih cianjur binresponcepatbencanalam binresponcepatbencanalam binpedulikorbanbencana binturutberdukagempacianjur binhadircepatuntukrakyat binpedulisesama
0.0,mantap bin gerak cepat bantu mitigasi gempa cianjur binresponcepatbencanalam binpedulikorbanbencana binturutberdukagempacianjur gempacianjur gempabumi cianjurberduka
-5.882352941176471,bantuan kemanusian bin mengandeng mahasiswa gelar trauma healing korban gempa cianjur binresponcepatbencanalam binpedulikorbanbencana binturutberdukagempacianjur binhadircepatuntukrakyat binberikandukunganyata binpedulisesama
0.0,bin berduka gempa cianjurbinresponcepatbencanalam binpedulikorbanbencana binturutberdukagempacianjur binhadircepatuntukrakyat binpedulisesama
0.0,ngomongin kb keq gempa cianjur keq perkawinan anak presiden yg ramai
0.0,keren bin membuka posko kemanusian titik lokasi gempa cianjur binresponcepatbencanalam binpedulikorbanbencana binturutberdukagempacianjur binhadircepatuntukrakyat binpedulisesama
0.0,mantap bin hinga pelosok bin bantu korban gempa cianjur binresponcepatbencanalam binpedulikorbanbencana binturutberdukagempacianjur binhadircepatuntukrakyat binberikandukunganyata binpedulisesama
0.0,semoga interaksi pulihkan traumatik penyintas gempa cianjur binresponcepatbencanalam binpedulikorbanbencana binturutberdukagempacianjur binhadircepatuntukrakyat binpedulisesama
-9.090909090909092,bin menerjunkan tim trauma healing bangkitkan semangat mental korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,pemerintah desa pemdes muarabakti kecamatan babelan kabupaten bekasi menyalurkan bantuan masyarakat desa kabupaten cianjur jawa barat terdampak gempabumi
0.0,berterimakasih besarnya bin besarnya garda terdepan penangulangan bencana alam gempa cianjur binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,apresiasi kinerja bin membantu korban bencana alam gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,kabar gempa cianjur yg sempet bikin tenda esek
10.0,polri recovery pembersihan puing puing reruntuhan bangunan pasca gempa cianjur
0.0,baznas terima infak perusahan us adira finance bantu korban gempa cianjur
0.0,gini jd relawan gempa cianjur gw komunitas stlh gempa udh donasi tuh berita kemana krn unt dipamerin
0.0,asn kecamatan kepulauan seribu selatan bantuan korban gempa cianjur harian terbit harian terbit
12.5,program recovery relawan nasionaldi lokasi bencana gempa cianjurfpipeduli
0.0,polri berperan aktif pendistribusian bantuan sosial korban gempa cianjur
0.0,yayasan brata bhakti polri serahkan bantuan terdampak gempa cianjur sindonews bukanberitabiasa
0.0,bantuan barang
-11.11111111111111,ampi kak seto trauma healing anak terdampak gempa cianjur
0.0,bin sisir daerah terpencil salurkan bantuan korban gempa cianjur binresponcepatbencanalam binpedulikorbanbencana binturutberdukagempacianjur binhadircepatuntukrakyat binpedulisesama
0.0,pemprov kalsel serahkan bantuan korban gempa cianjur rp juta
0.0,unpas serahkan bantuan korban gempa cianjur
-9.090909090909092,ampi kak seto trauma healing anak terdampak gempa cianjur sindonews bukanberitabiasa
0.0,gempa cianjur gempa berderet memanjang semoga alah jauhkan masyarakat indonesia musibah amin
0.0,pemprov kalsel serahkan bantuan korban gempa cianjur rp juta bantuansosial
0.0,ijin mohon doa relawan semoga dipermudah membangun mushola portabel lokasi korban gempa cianjur
0.0,mahasiswa gundar libur nataru tambang ilegal kaltim gempa cianjur kalideres family
0.0,unit tangki air pmi beroperasi posko pengungsian korban gempa cianjur
0.0,dana umat islam yg mna gub heru mui dki nu dki gub heru berencana mengunakan separuh dana infag dr mesjid dki utk disumbangkan korban gempa cianjur
0.0,piti salurkan bantuan korban gempa cianjur
6.25,biadab org menjadikan penderitan korban kanjuruhan gempa cianjur alat utk mencari honor dgn banyaknya undangan narasumber
0.0,halo mutualku lokasi gempa cianjur niatnya ngasi snack anak anak yg terdampak barangkali berdonasi dm transparansi donasi kasi decara detail terimakasih
0.0,forum csr indonesia dampingi menteri sosial kunjungi posko pengungsian gempa cianjur
0.0,gerak cepat bin gempa cianjur binresponcepatbencanalam
0.0,baznas jatim kirim personel uang tunai rp juta korban gempa cianjur gogle berita berita news bangsaonline
0.0,done kalo beruntung bwt beli beras keluarga korban gempa cianjur senin
0.0,hasil donasi masyarakat apbd pemkot bekasi salurkan bantuan bencana gempa cianjur
0.0,bytedance serahkan donasi korban gempa cianjur
0.0,dilarang mengirim menfes mengandung unsur porno sara politik kebencian teror rasisme keributan rapat evaluasi pos pelayanan gempa cianjur
-3.4482758620689653,makan malam dapur balita gempa cianjur tempe nuget goreng tumis toge nasi lunak utk bayi dijadikan nasi tim bubur mingu penyintas gempa membantu masak dapur kegiatan pemberdayan trauma healing
0.0,penerima beasiswa baznas serahkan bantuan korban gempa cianjur
0.0,lokasi pembangunan hunian korban gempa cianjur kampung buniaga rt desa ciherang kecamatan pacet
0.0,kementerian hukum hak asasi manusia kemenkumham bantuan sosial kumham peduli cianjur masyarakat terdampak gempa november
0.0,merasakan pilunya hati mengucap syukur hadir langsung lokasi bencana gempa cianjur walahu alam bisawab
0.0,anak yatim piatu pasca gempa cianjur mensos bantu tabungan
0.0,peduli korban gempa cianjur dp apersi salurkan bantuan bahan makanan gt gt
0.0,satgas kopasgat tni angkatan udara kenal libur bantu warga kampung nanjung desa cugenang terdampak gempa cianjur
0.0,sat brimob polda jabar bersihkan puing puing rumah masyarakat cugenang pasca gempa cianjurpasca gempa kegiatan alihkan pembersihan puing puing perobohan rumah sdh rusak rencanakan pembuatan rumah pemerintah korban gempa
0.0,rangkaian acara utama kegiatan mendengarkan dongeng menyanyi kak seto
0.0,bantuan warga korban bencana gempa bumi kabupaten cianjur jawa barat mengalir
0.0,bantuan berguna mengoptimalkan peran baznas
0.0,kabid humas polda jabar jaga keamanan polri laksanakan patroli malam pemukiman korban gempapolri sat melaksanakan tugas lokasi gempa cianjur lakukan patroli malam pemukiman masyarakat sabtu
0.0,penambahan alat berat pencarian korban gempa cianjur
0.0,kabid humas polda jabar tim gabungan polri intens bantu masyarakat bersihkan puing puing bangunan pasca gempa cianjur megiatan lakukan membantu masyarakat membantu program pemerintah menata kab cianjur kabid humas
0.0,data bupati bnpb korban gempa meningal dunia berbeda
0.0,tutup efek gempa cianjur
0.0,mulut lo bau gerung
0.0,pcnu bantul lazisnu bantul melepas tim relawan menyalurkan bantuan juta langsung korban gempa cianjur jumat pcnu bantul tasyarufkan juta korban gempa cianjur
0.0,bin korban gempa cianjur binresponcepatbencanalam
0.0,alat berat ditambah cari korban hilang gempa cianjur
0.0,peduli keluarga karyawan korban gempa cianjur pt pratama abadi industri bantuan
0.0,gerak cepat presiden jokowi kunjungi tenda pengungsi korban gempa cianjur jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunegeri jokowimajubersamaindonesia jokowibapakinfrastruktur
0.0,pemkot bekasi salurkan bantuan dana rp miliar korban bencana gempa cianjur
0.0,korban gempa cianjur ditemukan pemkab alat berat tuntaskan pencarian
0.0,batas maksimal pencarian korban gempa cianjur tertimbun desember
0.0,pemalang peduli gempa cianjur
0.0,pemkab cirebon bantu gempa cianjur rp miliar
0.0,peduli korban gempa cianjur spn vi bantuan
0.0,presiden jokowi serahkan bantuan perbaikan rumah korban gempa cianjur
0.0,anjing gempa cianjur berguna dr uasu
0.0,relawan ganjar membantu korban gempa cianjur
0.0,bin siapkan nakes siapkan kebutuhan pokok korban gempa cianjur binresponcepatbencanalam binpedulikorbanbencana binturutberdukagempacianjur binpedulisesama gempacianjur gempabumi cianjurberduka
-3.5714285714285716,makan siang dapur balita gempa cianjur teriyaki sapi tumis kacang tempe nasi lunak utk bayi dijadikan nasi tim bubur penyintas gempa bantu masak dapur kegiatan pemberdayan trauma healing
0.0,kemenkumham salurkan bantuan rp korban gempa cianjur
0.0,share donasi utk terdampak gempa cianjur paudqu tarbiyatusibyan desa mangunkerta kecamatan cugenang cianjur tks
0.0,ganjar berusaha membantu gempa cianjur ganjarpranowo ganjarpranowo ganjarkita ganjaruntukindonesia sahabatganjar relawanganjar capres ganjarpranowofor ganjarpilihanrakyat ganjarhebat ganjaramanah ganjarbertangungjawab
0.0,bin yg terbaik utk membantu masyarakat korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,donasi korban gempa cianjurupdatecianjur donasi blibli korbangempa cianjur
0.0,pelepasan tim tagana dinas sosial propinsi jawa bko gempa cianjur prop jawa barat tim orang rencana bertugas november desember november
0.0,presiden jokowi pastikan bantuan rumah rusak gempa cianjur mudah jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunegeri jokowimajubersamaindonesia jokowibapakinfrastruktur
0.0,wabup garut serahkan bantuan gempa cianjur jyp nation barbie graduation
0.0,jokowi percepat pencairan dana perbaikan rumah korban gempa cianjur pandang bulu keren jokowipresidenkupembangunanuntukrakyatpresidenjokowihebatjokowimembangunegerijokowimajubersamaindonesiajokowibapakinfrastruktur
0.0,update gempa cianjur desember aftershock
0.0,news bin dirikan posko bantuan korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,info bin dirikan posko bantuan korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,bin dirikan posko bantuan korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,bin bantu penyintas gempa cianjur lewati sulitbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
-11.11111111111111,bin laksanakan kegiatan trauma healing anak korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
-10.0,trauma healing upaya penyembuhan mental anak anak korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,bin membantu korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,perjuangan bin membantu korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,apresiasi bin terdepan membantu korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,buktikan kepedulianmu rekening laznas al irsyad sedekah bank syariah indonesia bank mega syariah posko laznas al irsyad peduli gempa cianjur prayforcianjur
-5.882352941176471,tes bacan ayat ayat pendek hadiah uang kadisos kabag kerjasama trauma healing anak anak korban gempa cianjur
0.0,bin bantu penangulangan gempa cianjur binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,bin bantu korban gempa cianjur plosok binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,gerak cepat bin lokasi gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,penyaluran bantuan korban bencana gempa cianjur bencana gempa peduli cianjur jawabarat
-16.666666666666668,trauma healing dgn korban gempa cianjur
0.0,bin tulus bantuan korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,bin kerahkan bantuan korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,bin lakukan terbaik korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,bin daerah jabar bantu korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
10.0,pa program recovery pasca gempa cianjur tenda huntara pa k
0.0,pemeriksan rutin korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,posko bantuan bin bantu korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,terima kasih discovery centre bantuan perlengkapan mandi masyarakat terdampak gempa cianjur pmi dki jakarta gempacianjurdiscoverycentrepmiselalubantu
0.0,kabupaten gresik kirim ikan bandeng uang korban gempa cianjur
0.0,warga korban gempa cianjur berterima kasih bin binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,korban meningal akibat gempa cianjur capai jiwa
0.0,kolaborasi sektor publik swasta membantu penyintas gempa cianjur salah satunya hadirnya yayasan wings peduli posko pengungsian lapangan jagaraksa warungkondang dikelola selengkapnya
0.0,activity report tbm bg turun bencana gempa cianjur asalamualaikum selamat siang salam bg delegasi relawan tbm bg gempa cianjur mengunjungi wilayah terdampak gempa pemeriksan kesehatan pemberian obat obatan penyerahan bantuan logistik
0.0,apresiasi delegasi asalamualaikum selamat siang salam bg tbm bumi gora mengirimkan delegasi relawan turun bencana gempa cianjur dr nurlyta hapsari putri tbm bg amrulah muliawan hamdin tbm bg
5.2631578947368425,universitas agustus jakarta menyediakan mck sanitasi layak warga toilet portable toren air pompa air tenda pengungsian desa benjot cianjur
0.0,adira finance syariah memercayakan baznas menyalurkan infak perusahan
0.0,komunitas vespa grel indonesia sejawat vespa bantu korban gempa cianjur
0.0,bin bantuan terbaik pengungsi gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,layanan kesehatan bin disambut positif korban gempa cianjur binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,bin gerak cepat bantu korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
3.8461538461538463,kumpulan berita hoaks pantai pangandaran mengering gempa cianjur kebakaran rumah akibat set top box meledak harimau gunung pegat wonogiri topik hangat cari faktanya newsorhoax pkl kompastvstreaming
0.0,bin pelayanan terbaik pengungsi gempa cianjur binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,terimakasih bin respon cepat bin membantu korban gempa cianjur binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
-11.11111111111111,bin gelar trauma healing anak anak korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,kinerja bin membantu korban gempa cianjur patut diapresiasibinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
-14.285714285714286,trauma healing digelar bin pengungsi gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
