sentiment,cleaned_comment
0.0,bantuan kemenag jabar semoga membantu penyintas gempa cianjur
0.0,mantap bentuk tangung kemenag jabar membantu korban gempa cianjur
0.0,wapres bantuan logistik korban gempa cianjur news mediainformasi kamidi opsiminfo
0.0,kemenag jabar solusi banget korban gempa cianjur semoga cianjur pulih
0.0,bantuan bnpb korban gempa cianjur terancam gugur warga terima bantuan
0.0,kinerja kemenag jabar patut diapresiasi banget kepedulian tingi korban gempa cianjur kesulitan teratasi
0.0,arm ha ipb university wmi serahkan unit rumah huni korban gempa cianjur
0.0,donasi korban gempa cianjur kepedulian asn korban diserahkan kemenag jabar dimanfatkan masyarakat
0.0,korban gempa cianjur terbantu kepedulian kemenag jabar
0.0,dp serahkan hunian logistik korban gempa cianjur hunian simbolis korban gempa cianjur rumahnya dihuni tanah disaksikan ketua dpw
0.0,pangil mak cucum beliau salah penyintas gempa cianjur pengungsian musibah nama disamarkan melindungi identitas penerima manfat
0.0,salut kemenag jabar udh manfat korban gempa cianjur
0.0,pemberian bantuan rumah rusak korban gempa cianjur memasuki tahap ketiga januari sisanya menyusul februari kunjungan wapres amin penanganan warga relokasi rumah berjalan polhuk adadikompas
0.0,rumah relokasi korban gempa cianjur rampung idul fitri
0.0,pemerintah kebut rekonstruksi rumah korban gempa cianjur tni polri bnpb rumah
0.0,semoga berkah yah yg kemenag jabar warga korban gempa cianjur terimakasih bantuanya
0.0,pemberian bantuan rumah rusak korban gempa cianjur memasuki tahap ketiga januari sisanya menyusul februari kunjungan wapres amin penanganan warga relokasi rumah berjalan adadikompas
0.0,salut kemenag jabar bantuan yg korban gempa cianjur terimakasih
12.5,thank you kemenag jabar bantu korban gempa cianjur
0.0,huntap relokasi warga terdampak gempa cianjur ditarget rampung idul fitri
0.0,kemenag jabar menyalurkan bantuan guru madrasah terdampak gempa cianjur gempa cianjur keprihatinan mendalam peristiwa indonesia wilayah ring of fire
0.0,ma ruf menyalurkan santunan simbolis enam ahli waris perwakilan keluarga korban meningal total santunan rp miliar kumparanews
0.0,apresiasi banget gerak cepat kemenag jabar membantu korban gempa cianjur
0.0,kemenag jabar keren mempresentasikan kepedulian turun membantu korban gempa cianjur
0.0,kemenag jabar menyalurkan bantuan guru madrasah terdampak gempa cianjur
0.0,gempa cianjur risma kemensos mengerahkan personel ditambah relawan tagana orang relawan tagana berasal daerah indonesia
0.0,kemenag jabar sigap bnget bantu korban gempa cianjur
0.0,aksi kemanusian hwk ditengah bencana gempa cianjur
0.0,kepala bidang kedaruratan logistik badan penangulangan bencana daerah bpbd cianjur asep sudrajat sat stok logistik menutupi kebutuhan warga korban gempa
0.0,kemenag jabar meringankan beban korban gempa cianjur alhamdulilah
0.0,kemenag jabar bantuan korban gempa cianjur semoga meringankan beban
0.0,terima kasih kemenag jabar yg peduli korban gempa cianjur
0.0,terkesan yg kemenag jabar yg membantu korban gempa cianjur
0.0,terima kasih kepedulian solidaritas kemenag jabar dlm membantu korban gempa cianjur
0.0,bersyukur krn kemenag jabar korban gempa cianjur dpt bantuan
0.0,wujud kepedulian nyata kemenag jabar semoga bermanfat semoga ketabahan korban gempa cianjur
0.0,nasionalkiai ma ruf serahkan bantuan pesantren terdampak gempa cianjur khasanahpetang
0.0,semoga bantuan keyword kemenag jabar membantu korban gempa cianjur
0.0,kemenag jabar patut contoh semoga bantuan bermanfat korban gempa cianjur
0.0,terima kasih kemenag jabar membantu korban gempa cianjur
0.0,patut diapresiasi yg kemenag jabar membantu korban gempa cianjur
0.0,sinergitas mui baznas dmi kota tangerang bangun masjid terdampak gempa cianjur
0.0,wapres ma ruf amin yinjau penanganan pasca gempa cianjur cianjur wapres penanganan gempa pasca penyaluranbantuan
0.0,kemenag jabar peduli korban gempa cianjur
0.0,ditinjau wapres ma ruf amin rumah tahan gempa cianjur tuntas lebaran
0.0,kisah menarik sosok prabowo subianto mengunjungi lokasi terdampak gempa cianjur erupsi gunung semeru menteri pertahanan ri pimpinan partai politik prabowopemersatu kerjasama
0.0,kisah prabowo gempa cianjur erupsi gunung merapi prabowopemersatu kerjasama
0.0,hinga pmi kota depok mengerahkan relawanya membantu penyintas gempa cianjur membutuhkan bantuan penyintas gempa cianjur dilupakan pmi kota depok kirim relawan bantuancianjur
0.0,alhamdulilah wakil presiden ri prof dr kh ma ruf amin baznas menyerahkan bantuan rekonstruksi pondok pesantren ponpes terdampak gempa cianjur baznas zakat gempa gempacianjur
0.0,kisah prabowo gempa cianjur erupsi gunung merapi akm kompasianers prabowopemersatu kerjasama
0.0,perjuangan tim relawan menyalurkan bantuan pasangan lansia korban gempa cianjur selasa januari cianjur pulih cianjur bangkit
0.0,konteks bencana reportase mengedepankan jurnalisme empati ditemui berita
0.0,peristiwa bancana alam gempa cianjur erupsi gunung semeru pandemi covid dl hinga peristiwa keberhasilan pemerintah menyelengarakan perhelatan dunia prabowopemersatu kerjasama
0.0,bangun rumah terdampak gempa cianjurumah hancur dimanfatkan insyalah
0.0,wapres ri kunjungi korban gempa cianjur bantuan rekontruksi pondok pesantren
-16.666666666666668,ip sore gempa cianjur indah sorenya
0.0,wapres ma ruf amin terima keluhan korban gempa cianjur bantuan
0.0,cianjur polri bantuan sembako korban bencana gempa cianjur pengungsian rabu bhabinkamtibmas
0.0,wapres serahkan bantuan senilai rp miliar keluarga korban gempa cianjur
0.0,yayasan salurkan bantuan cianjur
-10.0,kemenag fokuskan bantuan pemulihan trauma anak anak korban gempa cianjurselengkapnya
0.0,tinjau penanganan dampak gempa cianjur wapres tegaskan pembangunan hunian dituntaskan coverbothside
0.0,bangunan strukturnya rusak tahan gempa dibangun
0.0,wapres ma ruf amin kunjungi korban gempa cianjur
0.0,wapres ma ruf serahkan bantuan pesantren terdampak gempa cianjur
0.0,wapres serahkan bantuan rp miliar korban gempa cianjur
0.0,gotong royong membantu korban gempa cianjur
0.0,wapres ma ruf amin terima keluhan korban gempa cianjur bantuan kondisi presiden ente kebanyakan janji kyai
0.0,semoga bantuanya bermanfat korban gempa cianjur
0.0,terimakasih kemenag ri membantu korban gempa cianjur
0.0,wapres ma ruf amin terima keluhan korban gempa cianjur bantuan kondisi
0.0,sony berbagi tali asih dolar as pemulihan korban gempabumi cianjur jawabarat cianjur
0.0,kemenag jabar terimakasih asn kemenag indonesia bantuan korban gempa cianjur disalurkan yg berhak semoga bantuan bermanfat membantu masyarakat yg terdampak gempa cianjur
0.0,penghulu penyuluh agama islam mendampingi penyintas gempa cianjur pendampingan trauma healing penghulu penyuluh optimal pendampingan penyintas gempa cianjur kemenag jabar
0.0,akibat gempa cianjur bangunan rusak kantor kemenag kakanwil cianjur tim arsiparis ditjen bima islam kemenag ri tim penyelamatan dokumen dokumen akta dokumen kedinasan lainya kemenag jabar
0.0,memperingati amal bhakti kemenag ri bantuan disalurkan korban gempa cianjur amanah diterima langsung kakanwil jabar semoga bermanfat korban kemenag jabar
0.0,kemenag jabar peduli korban gempa cianjur bentuk nyata kepedulian selurub asn kemenag ri yg membantu meringankan beban korban bencana gempa cianjur kemenag ri bantuan yg bermanfat korban kakanwil jabar
0.0,wakil presiden ma ruf amin menerima keluhan pengungsi terdampak bencana gempa bumi desa cijedil kecamatan cugenang kabupaten cianjur jawa barat
0.0,korban gempa cianjur wapres ma ruf bantuan gempacianjur
0.0,ma ruf amin menyerahkan santunan ahli waris korban meningal dunia gempa cianjur
-3.4482758620689653,kinerja kepolisian membantu korban gempa cianjurmayoritas percaya percaya kepolisian membantu evakuasi warga korban bencana dapur mengirim bantuan hinga daerah terpencil membantu memulihkan trauma warga korban bencana gempa bumi tersbeut
0.0,subhanalah apresiasi pink pejuang kemanusianuntuk rakyat korban gempa cianjur
0.0,bantuan pemerintah rakyat kaltim bentuk kebersaman
0.0,gempa cianjurhampir warga nasional bencana gempa bumi cianjur jawa barat warga positif menilai kinerja kepolisian membantu korban bencana tni positif
0.0,sis hasil kerja kebijakan lapangan sepakat prabowo konsisten nyata hasilnya indonesia maju
0.0,gerak cepat presiden jokowi kunjungi tenda pengungsi korban gempa cianjur jokowipresidenkupembangunanuntukrakyatpresidenjokowihebatjokowimembangunegerijokowimajubersamaindonesiajokowibapakinfrastruktur
0.0,bantuan wapres ma ruf amin diharapkan mendorong pemulihan pesantren
0.0,korban gempa cianjur dana bantuan renovasi rumah cair
0.0,gempa cianjur bmkg catat gempa susulan wargawaspada bencana lanjutan longsor banjir bandang
0.0,dikunjungi wapres ma ruf amin ahli waris gempa cianjur bantuan pemerintah
0.0,pemkab cianjur siapkan dana rp miliar dibagikan keluarga terdampak gempa cianjur
0.0,asalamualaikum yai penilaian masyarakat cianjur penangukangan dampak gempa cianjur sang harapan masyarakat intruksi persiden
0.0,wakil presiden maruf amin meninjau rumah hunian rumah instan sederhana sehat type rumah rusak korban gempa cianjur jawa barat desa sirnagalih kecamatan cilaku kab cianjur srberitaelshinta
0.0,terima kasih ucapkan relawan bumn holding farmasi dedikasi pengorbananya korban terdampak gempa cianjur doa harapan mengalir seiring semangat cianjur pulih kimiafarmapedulicianjurholdingbumnfarmasi
0.0,ribu k korban gempa cianjur bantuan rp juta tenda darurat kebagian gempacianjur korbangempacianjur sonar sonorabandung
0.0,gempa cianjur menyebabkan orang meningal dunia hilang
0.0,wapres pagi meninjau langsung progres penanganan dampak gempa cianjur rabu januari ma ruf wury ma ruf berangkat rumah dinas pesantren al bahjah cianjur jalur darat wibmedcomid
0.0,kcic diputuskan olh lbp memicu kontroversi dipaksakan route kcic melewati wilayh gempa sesar jabar gempa yg potensial mengakibatkan tragedi kcic sdh mngantisipasi timbulnya gempa gempa cianjur kmren mporak poranda wilayah
0.0,akun problematik red flag gempa cianjur post menormalkan tsb masyarakatnya azab folowernya yg ngritik dianya nantangin kalo peduli sok donasi jgn ngritik aja udah dihapus postnya
0.0,pengungsi gempa cianjur mengeluh kesulitan peroleh kebutuhan
0.0,kondisi rabu siang lokasi rumah terdampak gempa cianjur kampung gunung lanjung rw desa cijedil cugenang cianjur jawa barat srberitaelshinta
0.0,wapres ma ruf amin kunjungan kerja cianjur ma ruf serahkan bantuan hinga cek lokasi relokasi korban gempa cianjur
0.0,cianjurbangkityamusaberbagisesama tgl yamusa peduli pangan beras korban terdampak gempa cianjur posko gempa kp kramat rt kab cianjur yuk bantu warga cianjur pulih
0.0,telkom bantuan masyarakat cianjur mangoesky star solusi komunikasi daruratdaerah terisolasi gempa cianjur
0.0,yamusa berbagi tebar pangan ponpes korban gempa cianjur jawa barat gt gt yamusa peduli pangan santri korban gempa cianjur ponpes riyadul fikih kp babakan batukurung kec cinangsi kab cianjur klik bantu
0.0,kondisi terkini rabu pagi pondok pesantren al bahjah cianjur jawa barat salah titik lokasi korban gempa cianjur tangal november srberitaelshinta
0.0,respon cepat presiden jokowi mitigasi gempa cianjur jokowipresidenku pembangunanuntukrakyat presidenjokowihebat
0.0,kisah banser terdampak gempa cianjur rumah pribadi runtuh hinga istri melahirkan tenda sumber
0.0,alhamdulilah menerima titipan amanah dermawan utk logistik keperluan pengungsi gempa cianjur amanah om terimakasih
0.0,wawako buka kegiatan bundo kandung peduli gempa cianjur
0.0,kementerian bumn berkolaborasi bumn membantu korban bencana gempa cianjur jawa barat satgasbencanabumn
0.0,kostrad bantu korban gempa cianjur rehabilitasi rekontruksi rumah
0.0,sebulan gempa cianjur meningal dunia warga hilang
0.0,bundo kanduang puti bungsu kota solok masak rendang korban gempa cianjur
0.0,kampung terdampak gempa cianjur direlokasi gempacianjur cianjur
0.0,bank mandiri salurkan dana bantuan nasabah korban gempa cianjur
0.0,presentasi tsunami aceh gempa cianjur peran bmkg teknologi preventive kerusakan paraheh kazakhtan celetuk penyebabnya maksiat marah semarah marahnya alah nyesel ingetnya
0.0,janji yg rp juta kpd korban gempa cianjur
0.0,souvenir piala dunia ronaldo cabut mu gempa cianjur pramborsnews
0.0,psd bantuan langsung korban gempa cianjur bantuan langsung psd masyarakat pengungsiankerjasama prabowosayangrakyat prabowo
0.0,bantuan paket korban gempa cianjurkerjasama prabowosayangrakyat prabowo
0.0,kemaren hs cisarua tunangku gempa cianjur
0.0,prabowo subianto mengunjungi korban gempa cianjur pos dapur lapangan kopasus tni ad rabu prabowosayangrakyat kerjasa
0.0,prabowo perintahkan kader gerindra bantuan korban gempa cianjurprabowosayangrakyat kerjasama
0.0,prabowo mengunjungi pengungsi korban gempa cianjur meninjau rumah sakit sayang cianjur prabowosayangrakyat kerjasama
0.0,menteri pertahanan republik indonesia prabowo subianto turun langsung meninjau korban bencana gempa cianjur rsud sayang tenda pengungsi kamis prabowosayangrakyat kerjasama
0.0,moment haru jenderal prabowo cium sayang anak balita korban gempa cianjurprabowosayangrakyat kerjasama
0.0,menhan prabowo bantuan paket korban gempa cianjurprabowosayangrakyat kerjasama
0.0,pergi sekolah pulang sekolah ngelewatin longsor gempa cianjur bikin gila
0.0,gapki kementan kolaborasi bantu korban gempa cianjurgabungan pengusaha kelapa sawit indonesia gapki bekerjasama kementerian pertanian kementan baca selengkapnya
0.0,pembangunan hunian penyintas gempa cianjur uang rp juta kepala keluarga simak selengkapnya
0.0,janji tunaikan bangun korban gempa cianjur kader partai bokep mulu
0.0,pasca terdampak gempa cianjur kostrad kenal lelah bantu warga
0.0,bmh membangun masjid darurat ash shofa penyintas gempa cianjur
0.0,today progres pembuatan huntara utk penyintas gempa cianjur slide yg nyumput dirumput
0.0,oiya penyaluran lanjutan penyaluran udah fase bantuan darurat gempa cianjur guys penyaluran temen temen penyintas udah bantuan posko darurat dapur bantuan medis kebutuhan logistik bayi balita
0.0,kordinasi tim dusun rawacina desa nagrak kec cianjur bertemu warga rangka pengembangan lokasi pendampingan pasca gempa cianjur
0.0,sekolah darurat bantuan fase pemulihan sekolah diwujudkan patungan korban terdampak gempa cianjur november
0.0,membuka postingan manis manis semanis senyum adek adek penyintas gempa cianjur udah sekolah nih
0.0,ijin kalo data penerima bantuan yg rumah hancur gempa cianjur dimana terimakasih
0.0,sat gempa cianjur kader gerindra hadir perintah prabowo utk bantu yg kesulitan prabowosayangrakyat kerjasama
0.0,bupati cianjur herman suherman mengaku ikuti prosedur pemeriksan kpk dugan korupsi bantuan korban gempa cianjur
0.0,ybm pln bantu terangi masjid lokasi terdampak gempa cianjur pln gempabumicianjur
0.0,wakil ketua yayasan mai abung sewaka jajaran svp bank mandiri melepas gelombang donasi paket bantuan penukaran livin poin nasabah terkumpul diantarkan disalurkan korban gempa cianjur
0.0,bantuan nasabah livin poin bentuk paket sembako kebutuhan pokok lainya yayasan mai mengambil peran mengatur pengadan pengantaran hinga penyaluran korban bencana gempa cianjur
0.0,hasil donasi paket bantuan terkumpul penukaran livin poin nasabah disalurkan korban gempa cianjur yayasan mai
0.0,gerakan nasabah bantuan menukaran livin poin donasi paket bantuan korban bencana gempa cianjur
-8.333333333333334,halah panca yo gur kakean cocot posting hoax sat gempa cianjur kemaren
0.0,gempa cianjur gempa dangkal menimbulkan kerusakan gempa dangkal cianjur destruktif
0.0,dukung perilakunya gini merusak tenda org merugikan korban bencana
0.0,bank mandiri berkolaborasi yayasan mandiri amal insani mai menyalurkan bantuan nasabah yg berpartisipasi dlm gerakan tangap bencana utk korban gempa cianjur
0.0,asabri bulog pos indonesia salurkan bantuan pokok warga gempa cianjur
0.0,udh sy relawan gempa cianjur jujur ga liat yg kek gituan bang gausah ratakan
0.0,logistik bantuan gempa cianjur gempa susulan temponasional
0.0,seniman bpbd pringsewu longok dampak gempa cianjur
0.0,nonton bareng risalah ratu peduli generasi pemimpin umat sambutan luas masyarakat terkecuali penyintas gempa cianjur generasimudapimpinperubahan selamatkangenerasidenganislam
0.0,logistik korban gempa cianjur hany
0.0,pengungsi gempa cianjur keluhkan logistik bpbd klaim stok bpbdkabupatencianjur gempacianjur korbangempacianjur logistik
0.0,kali ngalamin kejadian sblm gempa cianjur sbnrnya rencana pergi rmh sdra yg cipanas tp gajadi krn tb ayah urusan besoknya dpt kabar klo cianjur gempa cipanas jg kena krn emg dkt
0.0,bantuan logistik korban gempa cianjur didistribusikan dinas penghubung desa
0.0,stok logistik menipis pengungsi gempa cianjur terserang penyakit lengkapcepatberitanya beritaterkini
0.0,gue takut kalo gempa gue langsung lari rumah gempa cianjur gue gak gerak memilih diam hati wih kora sepasrah gue jalanin hidup
0.0,stok logistik bantuan korban gempa cianjur menipis
0.0,nonton bareng risalah ratu peduli generasi pemimpin umat lmendapat sambutan luas masyarakat tdk terkecuali penyintas gempa cianjur sumber lokasi bersemangat
0.0,nonton bareng risalah ratu peduli generasi pemimpin umat sambutan luas masyarakat terkecuali penyintas gempa cianjur ratupahamislamkafah generasimudapimpinperubahan selamatkangenerasidenganislam
0.0,dahsyatnya gempa cianjur kerugian materi lewati rp triliun
0.0,stok logistik bantuan korban gempa cianjur menipis temponasional
0.0,mencegah korupsi bantuan keuangan gempa cianjur detiknews rac
0.0,bantuan sivitas diharapkan meringankan beban korban gempa cianjur
0.0,bmkg mencatat gempa bumi wilayah jawa barat bersifat merusak
0.0,pemberian bantuan upaya meringankan beban korban terdampak gempa cianjur
0.0,bantuan sivitas kemkominfo berguna korban gempa cianjur
0.0,kpk lakukan kordinasi cegah korupsi gempa cianjur
0.0,moment haru jenderal prabowo cium sayang anak balita korban gempa cianjur prabowosayangrakyat kerjasama
0.0,gempa cianjur satunya merusak jawa barat msn
0.0,gempa cianjur satunya merusak jawa barat tekno tempo
0.0,prabowo sat mengunjungi korban gempa cianjur beliau prabowosayangrakyat kerjasama
0.0,info tim arm merespon gempa cianjur tim sapa baraya respon cianjur
0.0,semoga alah swt merahmati kemudahan ketabahan korban gempa cianjur jawa barat berdoa prabowosayangrakyat kerjasama
0.0,bkprmi peduli yayasan prabowo subianto bantuan guru mengaji korban gempa cianjur prabowosayangrakyat kerjasama
0.0,rekind kedepankan peran tjsl bantuan korban gempa cianjur
0.0,nonton bareng risalah ratu peduli generasi pemimpin umat sambutan luas masyarakat terkecuali penyintas gempa cianjur kabar lensadaerah
0.0,kpk hinga proses verifikasi aduan masyarakat dugan penyelewengan penyaluran bantuan gempa cianjur
0.0,tau mas tutup gempa cianjur kemarin
0.0,menteri pertahanan menhan ri prabowo subianto mengunjungi korban gempa cianjur pos dapur lapangan kopasus tni ad rabu prabowosayangrakyat prabowo
0.0,momen prabowo kecup anak terdampak gempa cianjurprabowosayangrakyat kerjasama
0.0,komisi pemberantasan korupsi kpk kordinasi penanganan bantuan gempa cianjur laporan tujuanya tindakan koruptif sat pertolongan korban disalurkanmedcomid
0.0,up fakultas hukum universitas jayabaya gelar kegiatan peduli gempa cianjur
0.0,kebaikan latar agama indonesia hidup berdampingan perbedan keyakinan suster katolik masuk wilayah gempa cianjur kemarin dituding upaya kristenisasi umat
0.0,kesaksian nces nabati sat gempa cianjur
0.0,gempa cianjur tangal november gempa merusak catatan korban jiwa terbesar
0.0,rumah instan sederhana sehat dihuni warga terdampak gempa cianjur
0.0,pesan doa bmh pengungsian warga terdampak gempa cianjur
0.0,mahasiswa universitas paramadina dukungan psikososial penyintas gempa cianjur
0.0,airlanga menyerahkan tim relawan yelow clinic membantu menangani korban gempa cianjur momentumekonomiribangkit sempro baby don stop semarang tangal lucas page of sidang
0.0,terimakasih bantuan membantu korban gempa cianjur
0.0,mantap bukti kepedulian kemkominfo korban gempa cianjur
0.0,up fakultas hukum universitas jayabaya peduli gempa cianjur bantuan
0.0,inilahrewind warga mencoba catwalk remaja scbd sudirman citayam bojong depok kawasan dukuh magnet warga kota
0.0,hilmi front persaudaran islam memfasilitasi pernikahan maman disabilitas korban gempa cianjur dekorasi tenda darurat prasmanan seserahan dl selamat maman barakalahu laka baraka alaika jama bainakuma fi khair amin
0.0,pindah dimanapun pindah bencana menyoal kehidupan berjalan lintas generasi
0.0,relawan area buka menyalurkan bantuan korban gempa cianjur
-14.285714285714286,wkwk giliran gempa cianjur berisik nyebar hoax
0.0,sobat bumn mari naikan telkompedulicianjurtelkom bantuan masyarakat cianjur sekitarnyamangoesky star solusi komunikasi daruratdaerah terisolasi gempa cianjurdigitalbisauntukindonesialebihbaiktelkompedulicianjur
-6.25,deadly earthquake gempa mematikan kali gempa pasaman barat menyebabkan orang meningal gempa cianjur menyebabkan orang meningal
0.0,perjalanan airlanga yelow clinic tangani gempa cianjurterusdorongkemajuanri
0.0,hilmi fasilitasi pernikahan maman disabilitas korban gempa cianjur dekorasi tenda darurat prasmanan seserahan dl selamat maman barakalahu laka baraka alaika jama bainakuma fi khair amin amin amin rabal alamin
0.0,kedepankan peran tjsl rekind salurkan bantuan korban gempa cianjur rekind
0.0,pdri salurkan bantuan sembako gempa cianjur ahypolitikusmendunia
0.0,tidur ular kondisi terkini warga terdampak pasca gempa cianjur danso kebencanan status tangap darurat dicabut
0.0,kemensos resmikan kafe kreasi korban gempa cianjur lokasinya
0.0,mari beramal program nasi bungkus pengungsi gempa cianjur
